country,year,gdp_pc_usd
IDN,2019,1119099871385.79
IDN,2020,1059054842711.55
IDN,2021,1186509691070.97
IMN,2011,6565667052.79737
IMN,2012,6690228371.66909
IMN,2013,7001175622.71266
IMN,2014,7708454412.32126
IMN,2015,7084800892.22284
IMN,2016,6846377563.00683
IMN,2017,6979788333.50279
IMN,2018,7491649455.92717
IMN,2019,7314967866.28289
IMN,2020,6684225641.02564
IMN,2021,7931193222.06405
IND,2011,1823051829894.55
IND,2012,1827637590410.41
IND,2013,1856721507621.58
IND,2014,2039126479154.52
IND,2015,2103588360044.94
IND,2016,2294796885663.16
IND,2017,2651474262755.45
IND,2018,2702929641648.74
IND,2019,2835606256558.19
IND,2020,2674851578587.27
IND,2021,3167270623260.47
IRL,2011,241337364609.738
IRL,2012,227270922957.327
IRL,2013,243301556084.989
IRL,2014,266787238499.03
IRL,2015,302391428540.035
IRL,2016,305733136180.907
IRL,2017,348532394023.595
IRL,2018,395461216460.418
IRL,2019,407124824064.995
IRL,2020,436555518400.451
IRL,2021,531306516907.984
IRN,2011,629082257472.368
IRN,2012,644019315003.54
IRN,2013,500399839839.877
IRN,2014,462284793280.825
IRN,2015,409191686496.677
IRN,2016,459042684192.698
IRN,2017,489168731811.147
IRN,2018,398880231367.268
IRN,2019,333519146339.191
IRN,2020,262186179355.944
IRN,2021,383436202446.695
IRQ,2011,185749664444.444
IRQ,2012,218002476129.472
IRQ,2013,234637675128.645
IRQ,2014,228415656174.957
IRQ,2015,166774104959.102
IRQ,2016,166743557747.671
IRQ,2017,187217660050.676
IRQ,2018,227367469034.031
IRQ,2019,233636097800.338
IRQ,2020,180898797516.874
IRQ,2021,209691945713.103
ISL,2011,15221622925.9319
ISL,2012,14751508133.5443
ISL,2013,16125060515.3117
ISL,2014,17867662177.8911
ISL,2015,17517210519.0912
ISL,2016,20793168030.9524
ISL,2017,24728285177.4603
ISL,2018,26260850582.0687
ISL,2019,24681343649.2952
ISL,2020,21629953194.0659
ISL,2021,25825287184.3818
ISR,2011,267406179630.431
ISR,2012,262917911696.944
ISR,2013,297634145181.876
ISR,2014,314090281098.682
ISR,2015,302722655203.465
ISR,2016,320958936788.842
ISR,2017,357227098125.658
ISR,2018,375149611117.199
ISR,2019,399651065197.871
ISR,2020,411728563086.632
ISR,2021,489708278893.053
ITA,2011,2306974020278.21
ITA,2012,2097929495121.68
ITA,2013,2153225581941.46
ITA,2014,2173255507985.84
ITA,2015,1845428048839.1
ITA,2016,1887111188176.93
ITA,2017,1970720904584.71
ITA,2018,2099435266458.67
ITA,2019,2019606796583.53
ITA,2020,1907481094079.23
ITA,2021,2179207773596.09
JAM,2011,14444661522.1463
JAM,2012,14807086555.5283
JAM,2013,14264205152.6126
JAM,2014,13899217721.6818
JAM,2015,14188936958.4343
JAM,2016,14077096714.1279
JAM,2017,14808985171.3441
JAM,2018,15730792835.5811
JAM,2019,15830766570.7266
JAM,2020,13812421803.4084
JAM,2021,14657586127.0331
JOR,2011,29524149154.9296
JOR,2012,31634561690.1408
JOR,2013,34454440140.8451
JOR,2014,36847643521.1268
JOR,2015,38587017887.3239
JOR,2016,39892551126.7606
JOR,2017,41608435915.493
JOR,2018,43370860704.2254
JOR,2019,44503006338.0282
JOR,2020,43700383098.5916
JOR,2021,46296100140.8451
JPN,2011,6233147172341.35
JPN,2012,6272362996105.03
JPN,2013,5212328181166.18
JPN,2014,4896994405353.29
JPN,2015,4444930651964.18
JPN,2016,5003677627544.24
JPN,2017,4930837369151.42
JPN,2018,5040880939324.86
JPN,2019,5117993853016.51
JPN,2020,5055587093501.59
JPN,2021,5034620784584.98
KAZ,2011,192626464617.071
KAZ,2012,207998568865.789
KAZ,2013,236634603409.089
KAZ,2014,221415613595.469
KAZ,2015,184388404706.042
KAZ,2016,137278320084.171
KAZ,2017,166805788827.233
KAZ,2018,179339977690.485
KAZ,2019,181667184854.501
KAZ,2020,171082365861.423
KAZ,2021,197112255360.612
KEN,2011,46869473150.61
KEN,2012,56396704671.5777
KEN,2013,61671440407.8387
KEN,2014,68285796514.2896
KEN,2015,70120446896.8359
KEN,2016,74815144163.8931
KEN,2017,82036510877.2599
KEN,2018,92202979985.2863
KEN,2019,100378436207.371
KEN,2020,100657505750.545
KEN,2021,109703658904.994
KGZ,2011,6197765984.28468
KGZ,2012,6605142884.36215
KGZ,2013,7335033800.59056
KGZ,2014,7468102412.68237
KGZ,2015,6678177511.66313
KGZ,2016,6813095379.1187
KGZ,2017,7702938379.42036
KGZ,2018,8271106235.41552
KGZ,2019,9371275264.36735
KGZ,2020,8270468614.24051
KGZ,2021,9249133946.26531
KHM,2011,16032622023.8265
KHM,2012,17826536699.8016
KHM,2013,19807135252.8649
KHM,2014,22041463967.9009
KHM,2015,24174170369.0738
KHM,2016,26556545153.3573
KHM,2017,29355665909.7905
KHM,2018,33145892168.8958
KHM,2019,36685356407.7206
KHM,2020,34818073901.4851
KHM,2021,36790163687.4421
KIR,2011,195970104.356667
KIR,2012,207001557.767135
KIR,2013,201730847.75865
KIR,2014,200287275.559653
KIR,2015,191559398.175292
KIR,2016,206467834.045145
KIR,2017,222875724.653979
KIR,2018,233514703.710292
KIR,2019,216985362.338171
KIR,2020,223123620.597516
KIR,2021,289339292.157301
KNA,2011,836092592.592593
KNA,2012,824585185.185185
KNA,2013,874548148.148148
KNA,2014,952111111.111111
KNA,2015,957222222.222222
KNA,2016,1006818518.51852
KNA,2017,1056977777.77778
KNA,2018,1076548148.14815
KNA,2019,1107855555.55556
KNA,2020,883922222.222222
KNA,2021,858622222.222222
KOR,2011,1253289537500.81
KOR,2012,1278046536287.01
KOR,2013,1370632955321.2
KOR,2014,1484488526271.8
KOR,2015,1466038936206.43
KOR,2016,1499679823909.61
KOR,2017,1623074183501.9
KOR,2018,1725373496825.43
KOR,2019,1651422932447.77
KOR,2020,1644312831906.17
KOR,2021,1818432106880.04
KWT,2011,154039231299.128
KWT,2012,174047662555.419
KWT,2013,174168116687.215
KWT,2014,162650450784.686
KWT,2015,114585555830.916
KWT,2016,109406674087.947
KWT,2017,120687539675.517
KWT,2018,138646316321.596
KWT,2019,140856394870.02
KWT,2020,111045470461.207
KWT,2021,148459291453.471
LAO,2011,8750104617.17303
LAO,2012,10192846339.4029
LAO,2013,11983252626.5452
LAO,2014,13279245886.3854
LAO,2015,14426380125.6488
LAO,2016,15912501722.6143
LAO,2017,17071155481.4994
LAO,2018,18141641089.7963
LAO,2019,18740561512.5555
LAO,2020,18981805250.2424
LAO,2021,18827148530.9347
LBN,2011,39927125961.5257
LBN,2012,44016799515.7546
LBN,2013,46880103080.597
LBN,2014,48095213746.6003
LBN,2015,49929337836.8159
LBN,2016,51147308774.1294
LBN,2017,53027680685.9038
LBN,2018,54901519155.5556
LBN,2019,51605959131.2741
LBN,2020,31712128253.7961
LBN,2021,23131941556.7843
LBR,2011,2398000000.0
LBR,2012,2791614000.0
LBR,2013,3177198100.0
LBR,2014,3225652000.0
LBR,2015,3227075700.0
LBR,2016,3398419600.0
LBR,2017,3390703400.0
LBR,2018,3422754800.0
LBR,2019,3319596500.0
LBR,2020,3176126300.0
LBR,2021,3513049500.0
LBY,2011,48169263294.1007
LBY,2012,92540938129.1315
LBY,2013,75351107029.0605
LBY,2014,57372355592.022
LBY,2015,48717501321.3052
LBY,2016,49912073701.298
LBY,2017,67157452181.7738
LBY,2018,76686029772.1483
LBY,2019,69254496471.6938
LBY,2020,46854285440.642
LBY,2021,35217995647.2862
LCA,2011,1568370370.37037
LCA,2012,1598207407.40741
LCA,2013,1660222222.22222
LCA,2014,1749185185.18518
LCA,2015,1807629629.62963
LCA,2016,1868555555.55556
LCA,2017,1998518518.51852
LCA,2018,2060962962.96296
LCA,2019,2095370370.37037
LCA,2020,1499296296.2963
LCA,2021,1867185185.18518
LIE,2011,5739706004.89616
LIE,2012,5456102482.28614
LIE,2013,6391708310.67727
LIE,2014,6657526979.72277
LIE,2015,6268515276.17441
LIE,2016,6237302033.50132
LIE,2017,6474308717.85289
LIE,2018,6692620691.84146
LIE,2019,6436467007.11932
LIE,2020,6405870210.32293
LIE,2021,7710380085.92257
LKA,2011,67753284043.9282
LKA,2012,70447216891.3366
LKA,2013,77000578167.353
LKA,2014,82528535713.926
LKA,2015,85140955388.8509
LKA,2016,88012282205.8357
LKA,2017,94376237797.2367
LKA,2018,94493871200.7869
LKA,2019,89014978344.1404
LKA,2020,84304298770.5329
LKA,2021,88609324901.9774
LSO,2011,2579409619.96722
LSO,2012,2477702216.26888
LSO,2013,2367112931.642
LSO,2014,2441063054.05792
LSO,2015,2359686724.53829
LSO,2016,2114426452.2019
LSO,2017,2306741672.29006
LSO,2018,2556247291.99785
LSO,2019,2390702295.82777
LSO,2020,2053699870.07191
LSO,2021,2412130056.55851
LTU,2011,43186501862.7907
LTU,2012,42709372066.8627
LTU,2013,46303660422.0434
LTU,2014,48306546656.9281
LTU,2015,41540954817.2039
LTU,2016,42970749245.0336
LTU,2017,47756764508.446
LTU,2018,54261795148.5372
LTU,2019,55122066225.796
LTU,2020,57412038533.2718
LTU,2021,67037321008.9679
LUX,2011,61696281326.2453
LUX,2012,59776383527.3602
LUX,2013,65203276466.9763
LUX,2014,68804811897.6445
LUX,2015,60071584216.1375
LUX,2016,62216885435.9488
LUX,2017,65712180342.9836
LUX,2018,71000359760.4611
LUX,2019,69890505323.5842
LUX,2020,73699366700.2134
LUX,2021,85584105993.8746
LVA,2011,26575547900.8247
LVA,2012,27116149948.6683
LVA,2013,29152128167.8438
LVA,2014,30277203767.4058
LVA,2015,26344565876.8902
LVA,2016,27117105059.5075
LVA,2017,29391059767.4259
LVA,2018,33247935477.3576
LVA,2019,33099503950.847
LVA,2020,33379927434.6149
LVA,2021,38185125732.9451
MAC,2011,36845888757.1886
MAC,2012,43189721376.9846
MAC,2013,51536595089.2793
MAC,2014,54902831793.5018
MAC,2015,45048190598.3249
MAC,2016,45070808688.9611
MAC,2017,50383871120.8733
MAC,2018,55190661339.7796
MAC,2019,55082293844.1008
MAC,2020,25343525935.8358
MAC,2021,30969334705.0515
MAF,2011,775875748.523832
MAF,2012,
MAF,2013,
MAF,2014,772921958.529509
MAF,2015,
MAF,2016,
MAF,2017,
MAF,2018,
MAF,2019,652206037.103874
MAF,2020,
MAF,2021,649206262.847519
MAR,2011,110080631332.375
MAR,2012,106937392311.129
MAR,2013,115739287305.08
MAR,2014,119130841411.664
MAR,2015,110413823841.592
MAR,2016,111572947004.917
MAR,2017,118540573367.844
MAR,2018,127341147581.818
MAR,2019,128920266409.458
MAR,2020,121353645057.144
MAR,2021,142022058447.231
MCO,2011,6088689808.38347
MCO,2012,5742749294.00852
MCO,2013,6555591709.88585
MCO,2014,7070017323.65476
MCO,2015,6264756528.37691
MCO,2016,6471290793.55029
MCO,2017,6430254652.58934
MCO,2018,7184333936.01355
MCO,2019,7383496254.23721
MCO,2020,6730736282.78961
MCO,2021,8623242743.29564
MDA,2011,8414352020.49442
MDA,2012,8709138634.82921
MDA,2013,9496717875.51932
MDA,2014,9402090137.7423
MDA,2015,7797667196.73087
MDA,2016,7980917075.7748
MDA,2017,9514404016.20949
MDA,2018,11252353420.8798
MDA,2019,11736797054.6965
MDA,2020,11530746234.4492
MDA,2021,13691869264.0794
MDG,2011,11551819617.874
MDG,2012,11578975061.9479
MDG,2013,12423555455.3853
MDG,2014,12522957399.2281
MDG,2015,11323020701.3017
MDG,2016,11848613858.442
MDG,2017,13176313593.5509
MDG,2018,13760033282.2925
MDG,2019,14104664678.5063
MDG,2020,13051441203.9474
MDG,2021,14554754116.5427
MDV,2011,2774350240.04918
MDV,2012,2886163997.20531
MDV,2013,3295009237.50107
MDV,2014,3697353039.20043
MDV,2015,4129505319.12921
MDV,2016,4409942623.85538
MDV,2017,4816426256.52914
MDV,2018,5404344162.69888
MDV,2019,5726094799.37709
MDV,2020,3712604583.36665
MDV,2021,5252457369.55218
MEX,2011,1229013703416.76
MEX,2012,1255110424817.79
MEX,2013,1327436290282.67
MEX,2014,1364507717614.13
MEX,2015,1213294467716.88
MEX,2016,1112233497452.7
MEX,2017,1190721475906.0
MEX,2018,1256300182879.73
MEX,2019,1304106203694.81
MEX,2020,1121064767261.88
MEX,2021,1316569466932.59
MHL,2011,172300000.0
MHL,2012,180700000.0
MHL,2013,186400000.0
MHL,2014,186000000.0
MHL,2015,183700000.0
MHL,2016,201800000.0
MHL,2017,213700000.0
MHL,2018,220000000.0
MHL,2019,232900000.0
MHL,2020,241800000.0
MHL,2021,258900000.0
MKD,2011,10494626767.6445
MKD,2012,9745261300.57788
MKD,2013,10817702346.0674
MKD,2014,11362265252.778
MKD,2015,10064519962.5655
MKD,2016,10672467073.2873
MKD,2017,11307067069.6658
MKD,2018,12683068114.2388
MKD,2019,12606338448.547
MKD,2020,12361036913.8409
MKD,2021,14000283827.0154
MLI,2011,12995112690.2596
MLI,2012,12442035339.1049
MLI,2013,13242690786.0938
MLI,2014,14364937124.0727
MLI,2015,13104764378.326
MLI,2016,14026048335.7047
MLI,2017,15365713048.1993
MLI,2018,17070867589.9055
MLI,2019,17280250810.0321
MLI,2020,17465392764.3706
MLI,2021,19309463508.0377
MLT,2011,9789361703.69731
MLT,2012,9609532088.88683
MLT,2013,10796782637.51
MLT,2014,11888032872.432
MLT,2015,11340795041.8065
MLT,2016,12025782834.3596
MLT,2017,14161366723.6779
MLT,2018,16153779511.1559
MLT,2019,16337793530.7788
MLT,2020,16385919535.6742
MLT,2021,19718565605.433
MMR,2011,59977326085.9908
MMR,2012,59937796648.2158
MMR,2013,60269732854.827
MMR,2014,65531374199.6742
MMR,2015,59607290407.5944
MMR,2016,63298361996.2153
MMR,2017,66053040483.0016
MMR,2018,67860515989.517
MMR,2019,75065106227.6892
MMR,2020,79006113643.1906
MMR,2021,66345291160.1683
MNE,2011,4544428421.49513
MNE,2012,4087526241.81268
MNE,2013,4465772400.37453
MNE,2014,4593853290.963
MNE,2015,4054730077.57718
MNE,2016,4376930578.32395
MNE,2017,4856599480.79882
MNE,2018,5506942238.35668
MNE,2019,5542054181.12616
MNE,2020,4769996866.00758
MNE,2021,5861427505.12493
MNG,2011,10409797377.8571
MNG,2012,12292770631.565
MNG,2013,12582122604.2577
MNG,2014,12226514668.0622
MNG,2015,11619892590.6941
MNG,2016,11181350649.3573
MNG,2017,11480847740.736
MNG,2018,13178094720.4986
MNG,2019,14206359017.5143
MNG,2020,13312981429.0891
MNG,2021,15286441737.6686
MNP,2011,729000000.0
MNP,2012,746000000.0
MNP,2013,772000000.0
MNP,2014,832000000.0
MNP,2015,910000000.0
MNP,2016,1230000000.0
MNP,2017,1560000000.0
MNP,2018,1301000000.0
MNP,2019,1179000000.0
MNP,2020,866000000.0
MNP,2021,914000000.0
MOZ,2011,14619279988.716
MOZ,2012,16688114144.0745
MOZ,2013,17198073057.1981
MOZ,2014,17978246586.0662
MOZ,2015,16208985769.615
MOZ,2016,12069051237.1711
MOZ,2017,13264640645.7768
MOZ,2018,15017358952.8452
MOZ,2019,15512759046.672
MOZ,2020,14235420174.1884
MOZ,2021,16168055475.4449
MRT,2011,6764627745.9033
MRT,2012,6728208836.22143
MRT,2013,7223071097.08417
MRT,2014,6592537781.81518
MRT,2015,6166863896.68677
MRT,2016,6398747592.13185
MRT,2017,6800135898.28827
MRT,2018,7473550557.07378
MRT,2019,7894764885.82312
MRT,2020,8260752385.23089
MRT,2021,9222536364.01272
MUS,2011,11518413429.9684
MUS,2012,11668696396.7887
MUS,2013,12292974141.4044
MUS,2014,13074129952.0532
MUS,2015,12007291045.6489
MUS,2016,12594155464.4136
MUS,2017,13713506130.6081
MUS,2018,14735695930.9727
MUS,2019,14436346979.6355
MUS,2020,11408106446.3144
MUS,2021,11484348857.8529
MWI,2011,11648142958.3651
MWI,2012,8773203178.16512
MWI,2013,8031571927.62055
MWI,2014,8801326169.14547
MWI,2015,9219474379.31534
MWI,2016,7909868618.46366
MWI,2017,8943543793.5839
MWI,2018,9879231591.52434
MWI,2019,11051865579.8121
MWI,2020,11769313597.8545
MWI,2021,12378129750.9872
MYS,2011,297951668674.835
MYS,2012,314443047642.111
MYS,2013,323276235524.415
MYS,2014,338066095097.254
MYS,2015,301355266964.947
MYS,2016,301256033870.334
MYS,2017,319109094160.343
MYS,2018,358788845712.53
MYS,2019,365177721021.516
MYS,2020,337456163961.211
MYS,2021,373784823672.946
NAM,2011,12523359440.5499
NAM,2012,13042053591.6857
NAM,2013,12043307277.1235
NAM,2014,12435430969.6301
NAM,2015,11335161083.5061
NAM,2016,10722018732.0936
NAM,2017,12895153370.9132
NAM,2018,13682019076.4022
NAM,2019,12541928303.48
NAM,2020,10583748541.5258
NAM,2021,12402486183.6396
NCL,2011,10351448004.7674
NCL,2012,9659151917.40484
NCL,2013,10151382933.1594
NCL,2014,10635035594.7528
NCL,2015,8738203074.3957
NCL,2016,8724568954.89799
NCL,2017,9174048681.98577
NCL,2018,9896402283.68587
NCL,2019,9475655324.59495
NCL,2020,9454629467.91408
NCL,2021,10071349663.8484
NER,2011,8772950777.79176
NER,2012,9426912647.59111
NER,2013,10224897437.8648
NER,2014,10862943543.5419
NER,2015,9683867926.44282
NER,2016,10398861981.7583
NER,2017,11185104251.6943
NER,2018,12837307496.8821
NER,2019,12889555561.2299
NER,2020,13744653103.058
NER,2021,14915002436.069
NGA,2011,414466676831.16
NGA,2012,463971018239.281
NGA,2013,520117180313.906
NGA,2014,574183763411.508
NGA,2015,493026682800.63
NGA,2016,404649125252.16
NGA,2017,375745731053.427
NGA,2018,421739251509.08
NGA,2019,474517490844.461
NGA,2020,432198898467.795
NGA,2021,440833635873.827
NIC,2011,9774320144.00049
NIC,2012,10531980451.1847
NIC,2013,10982954744.4415
NIC,2014,11880433902.9361
NIC,2015,12756685550.3389
NIC,2016,13286101094.3863
NIC,2017,13785924216.2724
NIC,2018,13025234820.8225
NIC,2019,12699028889.666
NIC,2020,12681569254.2815
NIC,2021,14144060853.1362
NLD,2011,913140741332.687
NLD,2012,845689017065.625
NLD,2013,883951539006.669
NLD,2014,901556501756.467
NLD,2015,775743675302.734
NLD,2016,797163949289.885
NLD,2017,848233537845.884
NLD,2018,929733599796.862
NLD,2019,928903005576.469
NLD,2020,932560861701.17
NLD,2021,1054472123449.6
NOR,2011,501360549669.404
NOR,2012,512777309840.997
NOR,2013,526014468085.106
NOR,2014,501736471832.848
NOR,2015,388159512245.53
NOR,2016,370956547619.048
NOR,2017,401745275035.261
NOR,2018,439788625883.8
NOR,2019,408742840909.091
NOR,2020,367633418886.627
NOR,2021,503367986030.268
NPL,2011,21573872420.7008
NPL,2012,21703100877.1309
NPL,2013,22162204924.5726
NPL,2014,22731612922.1906
NPL,2015,24360801286.7638
NPL,2016,24524109483.5293
NPL,2017,28971588940.364
NPL,2018,33111525237.149
NPL,2019,34186180699.0255
NPL,2020,33433659301.2466
NPL,2021,36924841394.2605
NRU,2011,65444173.7762725
NRU,2012,100794924.670417
NRU,2013,94385014.9425842
NRU,2014,98752257.0453222
NRU,2015,84383388.6448573
NRU,2016,97276023.0784346
NRU,2017,108862278.516511
NRU,2018,130937589.753517
NRU,2019,124871111.377973
NRU,2020,124530027.301054
NRU,2021,175513984.500084
NZL,2011,168295307149.46
NZL,2012,176210710655.208
NZL,2013,190909855416.34
NZL,2014,201337554959.49
NZL,2015,178104220784.881
NZL,2016,188898209220.167
NZL,2017,206566916732.292
NZL,2018,211846555690.736
NZL,2019,212846907683.439
NZL,2020,212697530897.56
NZL,2021,253644079784.977
OMN,2011,77497529258.7776
OMN,2012,87408842652.7958
OMN,2013,89936020806.2419
OMN,2014,92699089726.9181
OMN,2015,78710793237.9714
OMN,2016,75128738621.5865
OMN,2017,80856697009.1027
OMN,2018,91505851755.5267
OMN,2019,88060858257.4772
OMN,2020,75909492847.8544
OMN,2021,87323797139.1417
PAK,2011,230586581059.665
PAK,2012,250106966104.704
PAK,2013,258657231672.412
PAK,2014,271390474857.632
PAK,2015,299963590534.773
PAK,2016,313630000130.435
PAK,2017,339205534861.1
PAK,2018,356128166704.921
PAK,2019,320909472770.669
PAK,2020,300425609817.981
PAK,2021,348516647445.148
PAN,2011,35687738300.0
PAN,2012,41595439700.0
PAN,2013,46949496500.0
PAN,2014,51427104900.0
PAN,2015,55767806100.0
PAN,2016,59760858700.0
PAN,2017,64327688800.0
PAN,2018,67316471200.0
PAN,2019,69778991200.0
PAN,2020,57059846500.0
PAN,2021,67396392500.0
PER,2011,171761737046.585
PER,2012,192650021648.583
PER,2013,201175543571.392
PER,2014,200786250582.943
PER,2015,189802976285.619
PER,2016,191898104390.379
PER,2017,211007984080.911
PER,2018,222597009739.235
PER,2019,228346006003.648
PER,2020,201409694755.934
PER,2021,226354278280.885
PHL,2011,234216730295.938
PHL,2012,261920540972.102
PHL,2013,283902828581.65
PHL,2014,297483555344.802
PHL,2015,306445871246.718
PHL,2016,318627003012.52
PHL,2017,328480736798.792
PHL,2018,346841896583.515
PHL,2019,376823402244.928
PHL,2020,361751145451.597
PHL,2021,394087359848.11
PLW,2011,198873900.0
PLW,2012,215762400.0
PLW,2013,225345718.75
PLW,2014,243156484.375
PLW,2015,278824781.25
PLW,2016,298323500.0
PLW,2017,285600000.0
PLW,2018,288546281.25
PLW,2019,281941562.5
PLW,2020,258990843.75
PLW,2021,235752906.25
PNG,2011,17985138065.8549
PNG,2012,21295168665.7247
PNG,2013,21261338064.8783
PNG,2014,23210823987.308
PNG,2015,21723437010.0982
PNG,2016,20758876952.6232
PNG,2017,22742699138.356
PNG,2018,24109780708.0268
PNG,2019,24750626040.5917
PNG,2020,23848447849.7467
PNG,2021,26109413522.3081
POL,2011,527848543023.469
POL,2012,498148649702.66
POL,2013,518179836405.36
POL,2014,542134167178.627
POL,2015,480054118583.367
POL,2016,473259583969.643
POL,2017,528356676667.211
POL,2018,594616687350.017
POL,2019,602683770144.88
POL,2020,605914237903.742
POL,2021,689170230665.35
PRI,2011,100351700000.0
PRI,2012,101564800000.0
PRI,2013,102450000000.0
PRI,2014,102445800000.0
PRI,2015,103375500000.0
PRI,2016,104336700000.0
PRI,2017,103445500000.0
PRI,2018,100958100000.0
PRI,2019,105126400000.0
PRI,2020,103130900000.0
PRI,2021,106426600000.0
PRK,2011,
PRK,2012,
PRK,2013,
PRK,2014,
PRK,2015,
PRK,2016,
PRK,2017,
PRK,2018,
PRK,2019,
PRK,2020,
PRK,2021,
PRT,2011,245426767676.002
PRT,2012,216536676771.973
PRT,2013,226677408291.745
PRT,2014,230078616299.675
PRT,2015,199038523119.639
PRT,2016,206305431241.638
PRT,2017,220862990767.229
PRT,2018,242092894542.888
PRT,2019,240115970063.019
PRT,2020,229618773422.577
PRT,2021,256055879091.139
PRY,2011,33756238766.5
PRY,2012,33271921136.315
PRY,2013,38501122141.4241
PRY,2014,40377929295.6419
PRY,2015,36211447840.0971
PRY,2016,36089700222.9461
PRY,2017,38997129473.5558
PRY,2018,40225448340.6322
PRY,2019,37925338329.1494
PRY,2020,35432178068.1814
PRY,2021,39950899938.7482
PSE,2011,11186100000.0
PSE,2012,12208400000.0
PSE,2013,13515500000.0
PSE,2014,13989700000.0
PSE,2015,13972400000.0
PSE,2016,15405400000.0
PSE,2017,16128000000.0
PSE,2018,16276600000.0
PSE,2019,17133500000.0
PSE,2020,15531700000.0
PSE,2021,18109000000.0
PYF,2011,6203940036.91982
PYF,2012,5692858099.00217
PYF,2013,6031827122.60663
PYF,2014,6151996560.84289
PYF,2015,5325846361.81186
PYF,2016,5497036476.8031
PYF,2017,5833352692.7995
PYF,2018,6135116253.33452
PYF,2019,6022276196.13871
PYF,2020,5792545870.80614
PYF,2021,6150640646.38319
QAT,2011,167775268626.374
QAT,2012,186833502362.637
QAT,2013,198727642967.033
QAT,2014,206224598571.429
QAT,2015,161739955576.923
QAT,2016,151732181868.132
QAT,2017,161099122225.275
QAT,2018,183334953818.681
QAT,2019,176371267689.082
QAT,2020,144411363345.27
QAT,2021,179732009554.846
ROU,2011,192623977894.173
ROU,2012,179117323107.087
ROU,2013,189798603751.235
ROU,2014,199722319675.741
ROU,2015,177885131240.315
ROU,2016,185290759248.844
ROU,2017,210147385855.419
ROU,2018,243468683030.34
ROU,2019,251677082534.495
ROU,2020,252033792712.145
ROU,2021,286578196368.297
RUS,2011,2045922753398.04
RUS,2012,2208293553878.42
RUS,2013,2292470078346.22
RUS,2014,2059241589895.01
RUS,2015,1363482182197.71
RUS,2016,1276786350881.14
RUS,2017,1574199360089.0
RUS,2018,1657328773461.31
RUS,2019,1693115002708.32
RUS,2020,1493075894362.14
RUS,2021,1843392293734.38
RWA,2011,6884913658.10632
RWA,2012,7654761573.54991
RWA,2013,7819963715.75353
RWA,2014,8238966063.86692
RWA,2015,8543759677.58157
RWA,2016,8695272300.91019
RWA,2017,9252834336.49492
RWA,2018,9637904655.17446
RWA,2019,10349300380.33
RWA,2020,10174387374.3478
RWA,2021,11069280649.6459
SAU,2011,676634666666.667
SAU,2012,741849866666.667
SAU,2013,753864533333.333
SAU,2014,766605866666.667
SAU,2015,669484266666.667
SAU,2016,666000000000.0
SAU,2017,714994666666.667
SAU,2018,846583733333.333
SAU,2019,838564800000.0
SAU,2020,734271200000.0
SAU,2021,874156000000.0
SDN,2011,55018567210.5263
SDN,2012,37632919966.6667
SDN,2013,43024018082.1918
SDN,2014,49516748617.9775
SDN,2015,51726758676.7677
SDN,2016,42630376000.0
SDN,2017,41283617976.1905
SDN,2018,32333780383.2924
SDN,2019,32338079165.2893
SDN,2020,27034593750.0
SDN,2021,34229513774.9936
SEN,2011,17814283639.3119
SEN,2012,17660870411.5235
SEN,2013,18918667724.8817
SEN,2014,19797253440.2679
SEN,2015,17774766696.1759
SEN,2016,19040312333.1864
SEN,2017,20996562943.5979
SEN,2018,23116701556.1381
SEN,2019,23403995992.1354
SEN,2020,24530513037.7518
SEN,2021,27520784129.7508
SGP,2011,279356499090.458
SGP,2012,295092888076.589
SGP,2013,307576360584.992
SGP,2014,314863580758.455
SGP,2015,307998545269.398
SGP,2016,319053943915.005
SGP,2017,343257164581.712
SGP,2018,376892697588.005
SGP,2019,376901649222.451
SGP,2020,349488382610.662
SGP,2021,434111559282.849
SLB,2011,1063895360.69907
SLB,2012,1185215418.25562
SLB,2013,1285911586.132
SLB,2014,1335571420.72676
SLB,2015,1307909887.55212
SLB,2016,1379490304.2254
SLB,2017,1469789119.08756
SLB,2018,1615478393.28614
SLB,2019,1619155017.3924
SLB,2020,1536145814.17007
SLB,2021,1522794913.0914
SLE,2011,4587078913.13315
SLE,2012,5927684219.15278
SLE,2013,7697098118.19922
SLE,2014,7845456215.27807
SLE,2015,6651626733.64854
SLE,2016,6042615859.61074
SLE,2017,5818480351.63706
SLE,2018,6390514688.52816
SLE,2019,6523577590.38319
SLE,2020,6688594757.62129
SLE,2021,7165214367.64956
SLV,2011,20283780000.0
SLV,2012,21386150000.0
SLV,2013,21990960000.0
SLV,2014,22593470000.0
SLV,2015,23438240000.0
SLV,2016,24191430000.0
SLV,2017,24979190000.0
SLV,2018,26020850000.0
SLV,2019,26881140000.0
SLV,2020,24921190000.0
SLV,2021,29043140000.0
SMR,2011,1813717438.69134
SMR,2012,1604701299.43546
SMR,2013,1678741475.14095
SMR,2014,1673911426.17254
SMR,2015,1419401070.56043
SMR,2016,1468343139.74326
SMR,2017,1528620346.31168
SMR,2018,1655353653.05934
SMR,2019,1616232125.12587
SMR,2020,1544714493.24409
SMR,2021,1855395999.76534
SOM,2011,2906000096.93249
SOM,2012,4364670160.00146
SOM,2013,5062881613.12833
SOM,2014,5728399710.56333
SOM,2015,6152149080.00168
SOM,2016,6613743089.99932
SOM,2017,7621501720.00021
SOM,2018,7873440838.36559
